theta_deg,c2X_position_mm,gap_position_mm,c2X_velocity_mm_per_deg,gap_velocity_mm_per_deg
1.481981981981981988e+01,3.909606958537014521e+01,1.034409672213117659e+01,-2.578997925790464940e+00,4.776715923476293479e-02
1.486486486486486491e+01,3.898025470149191563e+01,1.034625204151222455e+01,-2.563206871855092217e+00,4.792904800588700803e-02
1.490990990990990994e+01,3.886514790243683137e+01,1.034841465679602202e+01,-2.547558671022155607e+00,4.809109742050602515e-02
1.495495495495495497e+01,3.875074279218739548e+01,1.035058457523278719e+01,-2.532051604596500471e+00,4.825330810157846262e-02
1.500000000000000000e+01,3.863703305156273160e+01,1.035276180410082958e+01,-2.516683979650299552e+00,4.841568067342901655e-02
1.504504504504504503e+01,3.852401243706831480e+01,1.035494635070661751e+01,-2.501454128560851142e+00,4.857821576175489625e-02
1.509009009009009006e+01,3.841167477976636491e+01,1.035713822238482429e+01,-2.486360408558043300e+00,4.874091399363199295e-02
1.513513513513513509e+01,3.830001398416629144e+01,1.035933742649841527e+01,-2.471401201281202109e+00,4.890377599752131210e-02
1.518018018018018012e+01,3.818902402713508337e+01,1.036154397043868336e+01,-2.456574912345161898e+00,4.906680240327515596e-02
1.522522522522522515e+01,3.807869895682686234e+01,1.036375786162533252e+01,-2.441879970915289633e+00,4.922999384214355595e-02
1.527027027027027017e+01,3.796903289163147832e+01,1.036597910750652929e+01,-2.427314829291276510e+00,4.939335094678046212e-02
1.531531531531531520e+01,3.786002001914164339e+01,1.036820771555897203e+01,-2.412877962499487605e+00,4.955687435125034901e-02
1.536036036036036023e+01,3.775165459513821276e+01,1.037044369328795312e+01,-2.398567867893664829e+00,4.972056469103441206e-02
1.540540540540540526e+01,3.764393094259330752e+01,1.037268704822741761e+01,-2.384383064763795357e+00,4.988442260303710407e-02
1.545045045045045029e+01,3.753684345069083150e+01,1.037493778794003596e+01,-2.370322093952941689e+00,5.004844872559253977e-02
1.549549549549549532e+01,3.743038657386411927e+01,1.037719592001726454e+01,-2.356383517481870804e+00,5.021264369847097675e-02
1.554054054054054035e+01,3.732455483085028902e+01,1.037946145207940951e+01,-2.342565918181271911e+00,5.037700816288524786e-02
1.558558558558558538e+01,3.721934280376098769e+01,1.038173439177569435e+01,-2.328867899331419355e+00,5.054154276149745023e-02
1.563063063063063041e+01,3.711474513716924406e+01,1.038401474678432379e+01,-2.315288084309087058e+00,5.070624813842523892e-02
1.567567567567567544e+01,3.701075653721200354e+01,1.038630252481254779e+01,-2.301825116241549285e+00,5.087112493924862006e-02
1.572072072072072046e+01,3.690737177070816699e+01,1.038859773359673255e+01,-2.288477657667526532e+00,5.103617381101637623e-02
1.576576576576576549e+01,3.680458566429170730e+01,1.039090038090241919e+01,-2.275244390204890443e+00,5.120139540225274177e-02
1.581081081081081052e+01,3.670239310355955809e+01,1.039321047452440361e+01,-2.262124014224983881e+00,5.136679036296410567e-02
1.585585585585585555e+01,3.660078903223413960e+01,1.039552802228678452e+01,-2.249115248533424705e+00,5.153235934464550638e-02
1.590090090090090058e+01,3.649976845134001024e+01,1.039785303204304867e+01,-2.236216830057209393e+00,5.169810300028750139e-02
1.594594594594594561e+01,3.639932641839455840e+01,1.040018551167612593e+01,-2.223427513538011713e+00,5.186402198438277295e-02
1.599099099099099064e+01,3.629945804661228692e+01,1.040252546909846387e+01,-2.210746071231511678e+00,5.203011695293285194e-02
1.603603603603603744e+01,3.620015850412259084e+01,1.040487291225209532e+01,-2.198171292612631333e+00,5.219638856345495959e-02
1.608108108108108070e+01,3.610142301320066593e+01,1.040722784910870047e+01,-2.185701984086545480e+00,5.236283747498866881e-02
1.612612612612612395e+01,3.600324684951121412e+01,1.040959028766968331e+01,-2.173336968705319450e+00,5.252946434810287779e-02
1.617117117117117076e+01,3.590562534136491024e+01,1.041196023596624265e+01,-2.161075085890088676e+00,5.269626984490251992e-02
1.621621621621621756e+01,3.580855386898722514e+01,1.041433770205942366e+01,-2.148915191158613514e+00,5.286325462903545408e-02
1.626126126126126081e+01,3.571202786379938487e+01,1.041672269404021556e+01,-2.136856155858119166e+00,5.303041936569935499e-02
1.630630630630630407e+01,3.561604280771120301e+01,1.041911522002959600e+01,-2.124896866903289272e+00,5.319776472164867986e-02
1.635135135135135087e+01,3.552059423242567959e+01,1.042151528817861639e+01,-2.113036226519305671e+00,5.336529136520154482e-02
1.639639639639639768e+01,3.542567771875508953e+01,1.042392290666846399e+01,-2.101273151989831778e+00,5.353299996624667073e-02
1.644144144144144093e+01,3.533128889594816258e+01,1.042633808371054371e+01,-2.089606575409807210e+00,5.370089119625044011e-02
1.648648648648648418e+01,3.523742344102845436e+01,1.042876082754653488e+01,-2.078035443442976860e+00,5.386896572826390533e-02
1.653153153153153099e+01,3.514407707814342530e+01,1.043119114644847301e+01,-2.066558717084029162e+00,5.403722423692981780e-02
1.657657657657657779e+01,3.505124557792421314e+01,1.043362904871882257e+01,-2.055175371425262743e+00,5.420566739848965698e-02
1.662162162162162105e+01,3.495892475685576528e+01,1.043607454269054102e+01,-2.043884395427666423e+00,5.437429589079077058e-02
1.666666666666666430e+01,3.486711047665718155e+01,1.043852763672715511e+01,-2.032684791696320659e+00,5.454311039329354238e-02
1.671171171171171110e+01,3.477579864367208984e+01,1.044098833922283731e+01,-2.021575576260039142e+00,5.471211158707846300e-02
1.675675675675675791e+01,3.468498520826890541e+01,1.044345665860247685e+01,-2.010555778355151979e+00,5.488130015485336022e-02
1.680180180180180116e+01,3.459466616425065411e+01,1.044593260332174722e+01,-1.999624440213334742e+00,5.505067678096058070e-02
1.684684684684684441e+01,3.450483754827428129e+01,1.044841618186719145e+01,-1.988780616853398353e+00,5.522024215138425507e-02
1.689189189189189122e+01,3.441549543927931154e+01,1.045090740275628605e+01,-1.978023375876980516e+00,5.538999695375753513e-02
1.693693693693693803e+01,3.432663595792558198e+01,1.045340627453751736e+01,-1.967351797268017677e+00,5.555994187736987971e-02
1.698198198198198128e+01,3.423825526603989289e+01,1.045591280579046511e+01,-1.956764973195935786e+00,5.573007761317437525e-02
1.702702702702702453e+01,3.415034956607151884e+01,1.045842700512586276e+01,-1.946262007822494144e+00,5.590040485379509094e-02
1.707207207207207134e+01,3.406291510055624627e+01,1.046094888118568811e+01,-1.935842017112176405e+00,5.607092429353451729e-02
1.711711711711711814e+01,3.397594815158898740e+01,1.046347844264322369e+01,-1.925504128646083224e+00,5.624163662838078948e-02
1.716216216216216139e+01,3.388944504030458660e+01,1.046601569820315092e+01,-1.915247481439230626e+00,5.641254255601529932e-02
1.720720720720720465e+01,3.380340212636684072e+01,1.046856065660160517e+01,-1.905071225761194365e+00,5.658364277582010604e-02
1.725225225225225145e+01,3.371781580746554141e+01,1.047111332660627525e+01,-1.894974522960029217e+00,5.675493798888536778e-02
1.729729729729729826e+01,3.363268251882130500e+01,1.047367371701646022e+01,-1.884956545289393048e+00,5.692642889801692585e-02
1.734234234234234151e+01,3.354799873269821120e+01,1.047624183666316178e+01,-1.875016475738812360e+00,5.709811620774375707e-02
1.738738738738738476e+01,3.346376095792393812e+01,1.047881769440915178e+01,-1.865153507867014282e+00,5.727000062432574534e-02
1.743243243243243157e+01,3.337996573941737921e+01,1.048140129914905927e+01,-1.855366845638280582e+00,5.744208285576108547e-02
1.747747747747747837e+01,3.329660965772355041e+01,1.048399265980943973e+01,-1.845655703261742220e+00,5.761436361179397836e-02
1.752252252252252163e+01,3.321368932855569511e+01,1.048659178534886038e+01,-1.836019305033563365e+00,5.778684360392234015e-02
1.756756756756756488e+01,3.313120140234439504e+01,1.048919868475798012e+01,-1.826456885181955814e+00,5.795952354540549745e-02
1.761261261261261168e+01,3.304914256379360182e+01,1.049181336705962231e+01,-1.816967687714962532e+00,5.813240415127188254e-02
1.765765765765765849e+01,3.296750953144353957e+01,1.049443584130886187e+01,-1.807550966270963455e+00,5.830548613832672172e-02
1.770270270270270174e+01,3.288629905724015856e+01,1.049706611659310163e+01,-1.798205983971825406e+00,5.847877022516000112e-02
1.774774774774774500e+01,3.280550792611126099e+01,1.049970420203215049e+01,-1.788932013278673683e+00,5.865225713215407866e-02
1.779279279279279180e+01,3.272513295554895052e+01,1.050235010677831582e+01,-1.779728335850203624e+00,5.882594758149176789e-02
1.783783783783783861e+01,3.264517099519855492e+01,1.050500384001646381e+01,-1.770594242403507490e+00,5.899984229716394302e-02
1.788288288288288186e+01,3.256561892645362377e+01,1.050766541096412610e+01,-1.761529032577338061e+00,5.917394200497766432e-02
1.792792792792792511e+01,3.248647366205708664e+01,1.051033482887156190e+01,-1.752532014797779425e+00,5.934824743256400525e-02
1.797297297297297192e+01,3.240773214570842242e+01,1.051301210302185218e+01,-1.743602506146275655e+00,5.952275930938615012e-02
1.801801801801801872e+01,3.232939135167670486e+01,1.051569724273097428e+01,-1.734739832229961864e+00,5.969747836674720032e-02
1.806306306306306197e+01,3.225144828441946032e+01,1.051839025734789068e+01,-1.725943327054256571e+00,5.987240533779837615e-02
1.810810810810810523e+01,3.217389997820714598e+01,1.052109115625462898e+01,-1.717212332897668947e+00,6.004754095754703119e-02
1.815315315315315203e+01,3.209674349675330518e+01,1.052379994886637071e+01,-1.708546200188778341e+00,6.022288596286480555e-02
1.819819819819819884e+01,3.201997593285016563e+01,1.052651664463152770e+01,-1.699944287385348085e+00,6.039844109249560555e-02
1.824324324324324209e+01,3.194359440800967320e+01,1.052924125303183445e+01,-1.691405960855515866e+00,6.057420708706397899e-02
1.828828828828828534e+01,3.186759607210974465e+01,1.053197378358242453e+01,-1.682930594761038234e+00,6.075018468908311570e-02
1.833333333333333215e+01,3.179197810304585659e+01,1.053471424583192828e+01,-1.674517570942536837e+00,6.092637464296328520e-02
1.837837837837837895e+01,3.171673770638767209e+01,1.053746264936254384e+01,-1.666166278806714862e+00,6.110277769501987893e-02
1.842342342342342221e+01,3.164187211504075492e+01,1.054021900379013310e+01,-1.657876115215496160e+00,6.127939459348182016e-02
1.846846846846846546e+01,3.156737858891313664e+01,1.054298331876430694e+01,-1.649646484377055966e+00,6.145622608850000862e-02
1.851351351351351227e+01,3.149325441458692865e+01,1.054575560396850520e+01,-1.641476797738712134e+00,6.163327293215544594e-02
1.855855855855855907e+01,3.141949690499453141e+01,1.054853586912009611e+01,-1.633366473881622483e+00,6.181053587846780523e-02
1.860360360360360232e+01,3.134610339909966825e+01,1.055132412397044739e+01,-1.625314938417276922e+00,6.198801568340377849e-02
1.864864864864864558e+01,3.127307126158299155e+01,1.055412037830503280e+01,-1.617321623885725090e+00,6.216571310488565316e-02
1.869369369369369238e+01,3.120039788253222568e+01,1.055692464194350677e+01,-1.609385969655528381e+00,6.234362890279970121e-02
1.873873873873873919e+01,3.112808067713685745e+01,1.055973692473979320e+01,-1.601507421825392408e+00,6.252176383900469314e-02
1.878378378378378244e+01,3.105611708538708626e+01,1.056255723658218670e+01,-1.593685433127441708e+00,6.270011867734059940e-02
1.882882882882882569e+01,3.098450457177721873e+01,1.056538558739342548e+01,-1.585919462832119819e+00,6.287869418363709051e-02
1.887387387387387250e+01,3.091324062501322700e+01,1.056822198713079786e+01,-1.578208976654670304e+00,6.305749112572224535e-02
1.891891891891891930e+01,3.084232275772458109e+01,1.057106644578621690e+01,-1.570553446663184749e+00,6.323651027343109299e-02
1.896396396396396256e+01,3.077174850618004953e+01,1.057391897338632347e+01,-1.562952351188160671e+00,6.341575239861454993e-02
1.900900900900900581e+01,3.070151543000767091e+01,1.057677957999256790e+01,-1.555405174733578200e+00,6.359521827514791337e-02
1.905405405405405261e+01,3.063162111191860859e+01,1.057964827570130950e+01,-1.547911407889425606e+00,6.377490867893986781e-02
1.909909909909909942e+01,3.056206315743499502e+01,1.058252507064390180e+01,-1.540470547245689659e+00,6.395482438794113100e-02
1.914414414414414267e+01,3.049283919462153136e+01,1.058540997498678671e+01,-1.533082095307739534e+00,6.413496618215336342e-02
1.918918918918918592e+01,3.042394687382091334e+01,1.058830299893159044e+01,-1.525745560413112933e+00,6.431533484363811948e-02
1.923423423423423273e+01,3.035538386739298744e+01,1.059120415271521232e+01,-1.518460456649663115e+00,6.449593115652575703e-02
1.927927927927927954e+01,3.028714786945753801e+01,1.059411344660991894e+01,-1.511226303775036861e+00,6.467675590702423594e-02
1.932432432432432279e+01,3.021923659564068387e+01,1.059703089092344186e+01,-1.504042627137472943e+00,6.485780988342841613e-02
1.936936936936936604e+01,3.015164778282478864e+01,1.059995649599906109e+01,-1.496908957597881340e+00,6.503909387612880066e-02
1.941441441441441285e+01,3.008437918890189167e+01,1.060289027221571523e+01,-1.489824831453189224e+00,6.522060867762083380e-02
1.945945945945945965e+01,3.001742859253055684e+01,1.060583222998808495e+01,-1.482789790360932614e+00,6.540235508251385221e-02
1.950450450450450290e+01,2.995079379289606436e+01,1.060878237976669425e+01,-1.475803381265055947e+00,6.558433388754036919e-02
1.954954954954954971e+01,2.988447260947390660e+01,1.061174073203799928e+01,-1.468865156322913146e+00,6.576654589156516462e-02
1.959459459459459651e+01,2.981846288179664128e+01,1.061470729732449136e+01,-1.461974672833443289e+00,6.594899189559451369e-02
1.963963963963963977e+01,2.975276246922381418e+01,1.061768208618479470e+01,-1.455131493166494705e+00,6.613167270278554055e-02
1.968468468468468302e+01,2.968736925071514321e+01,1.062066510921375695e+01,-1.448335184693279265e+00,6.631458911845546089e-02
1.972972972972972983e+01,2.962228112460676499e+01,1.062365637704255228e+01,-1.441585319717939351e+00,6.649774195009092170e-02
1.977477477477477663e+01,2.955749600839058644e+01,1.062665590033877372e+01,-1.434881475410207052e+00,6.668113200735735491e-02
1.981981981981981988e+01,2.949301183849655672e+01,1.062966368980653975e+01,-1.428223233739126075e+00,6.686476010210848364e-02
1.986486486486486314e+01,2.942882657007799097e+01,1.063267975618658312e+01,-1.421610181407831242e+00,6.704862704839567589e-02
1.990990990990990994e+01,2.936493817679976459e+01,1.063570411025636098e+01,-1.415041909789355623e+00,6.723273366247760341e-02
1.995495495495495675e+01,2.930134465062938176e+01,1.063873676283014191e+01,-1.408518014863456180e+00,6.741708076282953988e-02
2.000000000000000000e+01,2.923804400163087536e+01,1.064177772475912143e+01,-1.402038097154426621e+00,6.760166917015317245e-02
2.004504504504504325e+01,2.917503425776146386e+01,1.064482700693150541e+01,-1.395601761669891694e+00,6.778649970738612196e-02
2.009009009009009006e+01,2.911231346467097936e+01,1.064788462027262561e+01,-1.389208617840563820e+00,6.797157319971158795e-02
2.013513513513513686e+01,2.904987968550395649e+01,1.065095057574503024e+01,-1.382858279460936313e+00,6.815689047456806315e-02
2.018018018018018012e+01,2.898773100070440378e+01,1.065402488434859585e+01,-1.376550364630906742e+00,6.834245236165911730e-02
2.022522522522522337e+01,2.892586550782313282e+01,1.065710755712061619e+01,-1.370284495698305571e+00,6.852825969296306996e-02
2.027027027027027017e+01,2.886428132132769875e+01,1.066019860513592299e+01,-1.364060299202319415e+00,6.871431330274302418e-02
2.031531531531531698e+01,2.880297657241488096e+01,1.066329803950697475e+01,-1.357877405817795813e+00,6.890061402755648379e-02
2.036036036036036023e+01,2.874194940882560090e+01,1.066640587138395979e+01,-1.351735450300401542e+00,6.908716270626541478e-02
2.040540540540540349e+01,2.868119799466234099e+01,1.066952211195490996e+01,-1.345634071432632917e+00,6.927396018004615408e-02
2.045045045045045029e+01,2.862072051020892260e+01,1.067264677244580362e+01,-1.339572911970654978e+00,6.946100729239948479e-02
2.049549549549549710e+01,2.856051515175274957e+01,1.067577986412065805e+01,-1.333551618591962029e+00,6.964830488916044782e-02
2.054054054054054035e+01,2.850058013140929702e+01,1.067892139828165021e+01,-1.327569841843835308e+00,6.983585381850863916e-02
2.058558558558558360e+01,2.844091367694893435e+01,1.068207138626921804e+01,-1.321627236092589364e+00,7.002365493097831295e-02
2.063063063063063041e+01,2.838151403162606101e+01,1.068522983946215810e+01,-1.315723459473600032e+00,7.021170907946837347e-02
2.067567567567567721e+01,2.832237945401039170e+01,1.068839676927774818e+01,-1.309858173842085360e+00,7.040001711925282513e-02
2.072072072072072046e+01,2.826350821782056499e+01,1.069157218717183433e+01,-1.304031044724642152e+00,7.058857990799072279e-02
2.076576576576576372e+01,2.820489861175975577e+01,1.069475610463896054e+01,-1.298241741271508598e+00,7.077739830573681612e-02
2.081081081081081052e+01,2.814654893935355773e+01,1.069794853321246109e+01,-1.292489936209559209e+00,7.096647317495165252e-02
2.085585585585585733e+01,2.808845751878993724e+01,1.070114948446457603e+01,-1.286775305796004742e+00,7.115580538051197168e-02
2.090090090090090058e+01,2.803062268276119084e+01,1.070435897000655601e+01,-1.281097529772788235e+00,7.134539578972121099e-02
2.094594594594594383e+01,2.797304277830802377e+01,1.070757700148877589e+01,-1.275456291321670266e+00,7.153524527231995556e-02
2.099099099099099064e+01,2.791571616666558242e+01,1.071080359060084142e+01,-1.269851277019984348e+00,7.172535470049647144e-02
2.103603603603603389e+01,2.785864122311150481e+01,1.071403874907170461e+01,-1.264282176797062895e+00,7.191572494889716949e-02
2.108108108108108070e+01,2.780181633681587172e+01,1.071728248866977040e+01,-1.258748683891300235e+00,7.210635689463740228e-02
2.112612612612612395e+01,2.774523991069314377e+01,1.072053482120300494e+01,-1.253250494807872650e+00,7.229725141731191407e-02
2.117117117117117076e+01,2.768891036125590688e+01,1.072379575851905997e+01,-1.247787309277073708e+00,7.248840939900570712e-02
2.121621621621621401e+01,2.763282611847055037e+01,1.072706531250537232e+01,-1.242358830213272425e+00,7.267983172430467209e-02
2.126126126126126081e+01,2.757698562561474631e+01,1.073034349508927754e+01,-1.236964763674486933e+00,7.287151928030642656e-02
2.130630630630630407e+01,2.752138733913674429e+01,1.073363031823813607e+01,-1.231604818822540137e+00,7.306347295663118135e-02
2.135135135135135087e+01,2.746602972851643543e+01,1.073692579395943092e+01,-1.226278707883820429e+00,7.325569364543257911e-02
2.139639639639639412e+01,2.741091127612820344e+01,1.074022993430089379e+01,-1.220986146110605963e+00,7.344818224140868546e-02
2.144144144144144093e+01,2.735603047710545965e+01,1.074354275135061343e+01,-1.215726851742966685e+00,7.364093964181295249e-02
2.148648648648648418e+01,2.730138583920693307e+01,1.074686425723715466e+01,-1.210500545971220365e+00,7.383396674646514057e-02
2.153153153153153099e+01,2.724697588268457338e+01,1.075019446412967206e+01,-1.205306952898936856e+00,7.402726445776265651e-02
2.157657657657657424e+01,2.719279914015319832e+01,1.075353338423802896e+01,-1.200145799506487476e+00,7.422083368069133658e-02
2.162162162162162105e+01,2.713885415646165811e+01,1.075688102981290584e+01,-1.195016815615118855e+00,7.441467532283696507e-02
2.166666666666666430e+01,2.708513948856571929e+01,1.076023741314593174e+01,-1.189919733851555250e+00,7.460879029439623777e-02
2.171171171171171110e+01,2.703165370540244794e+01,1.076360254656979087e+01,-1.184854289613108236e+00,7.480317950818815564e-02
2.175675675675675436e+01,2.697839538776620927e+01,1.076697644245834518e+01,-1.179820221033299532e+00,7.499784387966536292e-02
2.180180180180180116e+01,2.692536312818615230e+01,1.077035911322675332e+01,-1.174817268947971893e+00,7.519278432692547143e-02
2.184684684684684441e+01,2.687255553080526127e+01,1.077375057133158798e+01,-1.169845176861893821e+00,7.538800177072248199e-02
2.189189189189189122e+01,2.681997121126086014e+01,1.077715082927096013e+01,-1.164903690915843892e+00,7.558349713447828910e-02
2.193693693693693447e+01,2.676760879656661629e+01,1.078055989958463279e+01,-1.159992559854166716e+00,7.577927134429422729e-02
2.198198198198198128e+01,2.671546692499597953e+01,1.078397779485415064e+01,-1.155111534992794953e+00,7.597532532896257573e-02
2.202702702702702453e+01,2.666354424596707418e+01,1.078740452770295200e+01,-1.150260370187728087e+00,7.617166001997814628e-02
2.207207207207207134e+01,2.661183941992894120e+01,1.079084011079649841e+01,-1.145438821803960394e+00,7.636827635155017668e-02
2.211711711711711459e+01,2.656035111824925465e+01,1.079428455684239196e+01,-1.140646648684852327e+00,7.656517526061386303e-02
2.216216216216216139e+01,2.650907802310334560e+01,1.079773787859050493e+01,-1.135883612121937780e+00,7.676235768684212812e-02
2.220720720720720465e+01,2.645801882736459731e+01,1.080120008883309168e+01,-1.131149475825158790e+00,7.695982457265762577e-02
2.225225225225225145e+01,2.640717223449617279e+01,1.080467120040492723e+01,-1.126444005893519451e+00,7.715757686324443976e-02
2.229729729729729826e+01,2.635653695844406030e+01,1.080815122618342450e+01,-1.121766970786159723e+00,7.735561550656017138e-02
2.234234234234234151e+01,2.630611172353138372e+01,1.081164017908875330e+01,-1.117118141293832467e+00,7.755394145334776335e-02
2.238738738738738832e+01,2.625589526435402377e+01,1.081513807208397893e+01,-1.112497290510781278e+00,7.775255565714779549e-02
2.243243243243243157e+01,2.620588632567749343e+01,1.081864491817518115e+01,-1.107904193807020210e+00,7.795145907431036414e-02
2.247747747747747837e+01,2.615608366233501769e+01,1.082216073041158033e+01,-1.103338628800991206e+00,7.815065266400725297e-02
2.252252252252252163e+01,2.610648603912688870e+01,1.082568552188566890e+01,-1.098800375332614099e+00,7.835013738824427032e-02
2.256756756756756843e+01,2.605709223072096847e+01,1.082921930573333391e+01,-1.094289215436705875e+00,7.854991421187339229e-02
2.261261261261261168e+01,2.600790102155443861e+01,1.083276209513399024e+01,-1.089804933316773639e+00,7.874998410260516946e-02
2.265765765765765849e+01,2.595891120573669397e+01,1.083631390331071032e+01,-1.085347315319171058e+00,7.895034803102099485e-02
2.270270270270270174e+01,2.591012158695336964e+01,1.083987474353034486e+01,-1.080916149907613644e+00,7.915100697058559398e-02
2.274774774774774855e+01,2.586153097837154746e+01,1.084344462910366680e+01,-1.076511227638044632e+00,7.935196189765957031e-02
2.279279279279279180e+01,2.581313820254607805e+01,1.084702357338549028e+01,-1.072132341133853251e+00,7.955321379151181205e-02
2.283783783783783861e+01,2.576494209132698998e+01,1.085061158977480744e+01,-1.067779285061429606e+00,7.975476363433214866e-02
2.288288288288288186e+01,2.571694148576801453e+01,1.085420869171491987e+01,-1.063451856106058635e+00,7.995661241124404905e-02
2.292792792792792866e+01,2.566913523603617620e+01,1.085781489269356825e+01,-1.059149852948145343e+00,8.015876111031723650e-02
2.297297297297297192e+01,2.562152220132247038e+01,1.086143020624307276e+01,-1.054873076239766228e+00,8.036121072258055331e-02
2.301801801801801872e+01,2.557410124975352872e+01,1.086505464594045378e+01,-1.050621328581537561e+00,8.056396224203477008e-02
2.306306306306306197e+01,2.552687125830441772e+01,1.086868822540758117e+01,-1.046394414499808301e+00,8.076701666566531157e-02
2.310810810810810878e+01,2.547983111271235046e+01,1.087233095831129681e+01,-1.042192140424153424e+00,8.097037499345546840e-02
2.315315315315315203e+01,2.543297970739151026e+01,1.087598285836355316e+01,-1.038014314665183013e+00,8.117403822839910910e-02
2.319819819819819884e+01,2.538631594534874480e+01,1.087964393932155893e+01,-1.033860747392643109e+00,8.137800737651408600e-02
2.324324324324324209e+01,2.533983873810038290e+01,1.088331421498789631e+01,-1.029731250613825422e+00,8.158228344685490574e-02
2.328828828828828890e+01,2.529354700558987901e+01,1.088699369921067728e+01,-1.025625638152255492e+00,8.178686745152631554e-02
2.333333333333333215e+01,2.524743967610653428e+01,1.089068240588366976e+01,-1.021543725626679944e+00,8.199176040569630675e-02
2.337837837837837895e+01,2.520151568620503468e+01,1.089438034894643970e+01,-1.017485330430328627e+00,8.219696332760950686e-02
2.342342342342342221e+01,2.515577398062604431e+01,1.089808754238449140e+01,-1.013450271710463202e+00,8.240247723860050222e-02
2.346846846846846901e+01,2.511021351221759446e+01,1.090180400022939899e+01,-1.009438370348191949e+00,8.260830316310729948e-02
2.351351351351351227e+01,2.506483324185749240e+01,1.090552973655895919e+01,-1.005449448938564139e+00,8.281444212868464827e-02
2.355855855855855907e+01,2.501963213837649036e+01,1.090926476549732271e+01,-1.001483331770920637e+00,8.302089516601783570e-02
2.360360360360360232e+01,2.497460917848247064e+01,1.091300910121514001e+01,-9.975398448095159631e-01,8.322766330893614783e-02
2.364864864864864913e+01,2.492976334668536964e+01,1.091676275792969619e+01,-9.936188156743911426e-01,8.343474759442646993e-02
2.369369369369369238e+01,2.488509363522307893e+01,1.092052574990506741e+01,-9.897200736225078010e-01,8.364214906264716420e-02
2.373873873873873919e+01,2.484059904398806751e+01,1.092429809145224695e+01,-9.858434495291250599e-01,8.384986875694179498e-02
2.378378378378378244e+01,2.479627858045497391e+01,1.092807979692930331e+01,-9.819887758694302304e-01,8.405790772385292320e-02
2.382882882882882924e+01,2.475213125960886273e+01,1.093187088074151703e+01,-9.781558867004057634e-01,8.426626701313608137e-02
2.387387387387387250e+01,2.470815610387445460e+01,1.093567135734152629e+01,-9.743446176429425565e-01,8.447494767777387337e-02
2.391891891891891930e+01,2.466435214304602042e+01,1.093948124122947618e+01,-9.705548058641814135e-01,8.468395077398974125e-02
2.396396396396396256e+01,2.462071841421815677e+01,1.094330054695316079e+01,-9.667862900600929787e-01,8.489327736126238422e-02
2.400900900900900936e+01,2.457725396171729670e+01,1.094712928910817418e+01,-9.630389104382810483e-01,8.510292850233970585e-02
2.405405405405405261e+01,2.453395783703399857e+01,1.095096748233805428e+01,-9.593125087010168084e-01,8.531290526325317758e-02
2.409909909909909942e+01,2.449082909875599867e+01,1.095481514133442857e+01,-9.556069280284879008e-01,8.552320871333206342e-02
2.414414414414414267e+01,2.444786681250203131e+01,1.095867228083717748e+01,-9.519220130622734199e-01,8.573383992521796393e-02
2.418918918918918948e+01,2.440507005085631675e+01,1.096253891563456406e+01,-9.482576098890261873e-01,8.594479997487905476e-02
2.423423423423423273e+01,2.436243789330390186e+01,1.096641506056339743e+01,-9.446135660243769605e-01,8.615608994162458900e-02
2.427927927927927954e+01,2.431996942616657265e+01,1.097030073050917842e+01,-9.409897303970352622e-01,8.636771090811981577e-02
2.432432432432432279e+01,2.427766374253964443e+01,1.097419594040625590e+01,-9.373859533331091454e-01,8.657966396040010781e-02
2.436936936936936959e+01,2.423551994222926709e+01,1.097810070523797066e+01,-9.338020865406164717e-01,8.679195018788611604e-02
2.441441441441441285e+01,2.419353713169061848e+01,1.098201504003681528e+01,-9.302379830942048011e-01,8.700457068339827182e-02
2.445945945945945965e+01,2.415171442396661305e+01,1.098593895988458513e+01,-9.266934974200605746e-01,8.721752654317173337e-02
2.450450450450450290e+01,2.411005093862738491e+01,1.098987247991253291e+01,-9.231684852810174702e-01,8.743081886687138760e-02
2.454954954954954971e+01,2.406854580171042102e+01,1.099381561530152496e+01,-9.196628037618553853e-01,8.764444875760669940e-02
2.459459459459459296e+01,2.402719814566131973e+01,1.099776838128219048e+01,-9.161763112547840482e-01,8.785841732194679676e-02
2.463963963963963977e+01,2.398600710927523139e+01,1.100173079313508673e+01,-9.127088674451172556e-01,8.807272566993569474e-02
2.468468468468468302e+01,2.394497183763894554e+01,1.100570286619084825e+01,-9.092603332971262997e-01,8.828737491510733892e-02
2.472972972972972983e+01,2.390409148207355017e+01,1.100968461583035207e+01,-9.058305710400731403e-01,8.850236617450110699e-02
2.477477477477477308e+01,2.386336520007782269e+01,1.101367605748486689e+01,-9.024194441544274303e-01,8.871770056867681054e-02
2.481981981981981988e+01,2.382279215527211846e+01,1.101767720663622185e+01,-8.990268173582474098e-01,8.893337922173052967e-02
2.486486486486486314e+01,2.378237151734297683e+01,1.102168807881695045e+01,-8.956525565937464295e-01,8.914940326130961490e-02
2.490990990990990994e+01,2.374210246198822816e+01,1.102570868961047701e+01,-8.922965290140164596e-01,8.936577381862879921e-02
2.495495495495495319e+01,2.370198417086279363e+01,1.102973905465124815e+01,-8.889586029699311220e-01,8.958249202848528325e-02
2.500000000000000000e+01,2.366201583152498600e+01,1.103377918962491755e+01,-8.856386479972029324e-01,8.979955902927487521e-02
2.504504504504504325e+01,2.362219663738345687e+01,1.103782911026849334e+01,-8.823365348036135147e-01,9.001697596300745063e-02
